Line,EventId,EventTemplate,Content,ParameterList
1211,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_9076677650086747187 src: /10.251.35.1:52094 dest: /10.251.35.1:50010,"['9076677650086747187', '10.251.35.1:52094', '10.251.35.1:50010']"
1212,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-4165562468976768862 terminating,"['2', '-4165562468976768862']"
1213,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-3295982945091621137 terminating,"['1', '-3295982945091621137']"
1214,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-7637577152926063076 size 67108864,"['10.250.15.240:50010', '-7637577152926063076', '67108864']"
1215,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3181161977343808286 src: /10.251.43.21:40127 dest: /10.251.43.21:50010,"['3181161977343808286', '10.251.43.21:40127', '10.251.43.21:50010']"
1216,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_6807535563873595117 src: /10.250.17.177:48934 dest: /10.250.17.177:50010,"['6807535563873595117', '10.250.17.177:48934', '10.250.17.177:50010']"
1217,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7513976340045981966 src: /10.251.42.207:36468 dest: /10.251.42.207:50010,"['7513976340045981966', '10.251.42.207:36468', '10.251.42.207:50010']"
1218,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001061_0/part-01061. blk_-749176535135404637,"['user/root/rand4/_temporary/_task_200811101024_0009_m_001061_0', '01061', '-749176535135404637']"
1219,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.245:50010 is added to blk_-7909610753867924116 size 67108864,"['10.251.199.245:50010', '-7909610753867924116', '67108864']"
1220,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-7247291679155656679 of size 67108864 from /10.250.10.176,"['-7247291679155656679', '67108864', '10.250.10.176']"
1221,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-6369730481066968769 terminating,"['1', '-6369730481066968769']"
1222,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7780461223860192433 src: /10.251.127.191:58148 dest: /10.251.127.191:50010,"['7780461223860192433', '10.251.127.191:58148', '10.251.127.191:50010']"
1223,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001281_0/part-01281. blk_2084123600915946046,"['user/root/rand4/_temporary/_task_200811101024_0009_m_001281_0', '01281', '2084123600915946046']"
1224,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_92273823183917102 src: /10.250.15.67:53441 dest: /10.250.15.67:50010,"['92273823183917102', '10.250.15.67:53441', '10.250.15.67:50010']"
1225,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-1141332313413855099 of size 67108864 from /10.251.89.155,"['-1141332313413855099', '67108864', '10.251.89.155']"
1226,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3016571528120363023 src: /10.251.194.102:60235 dest: /10.251.194.102:50010,"['3016571528120363023', '10.251.194.102:60235', '10.251.194.102:50010']"
1227,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7678242108759603056 src: /10.251.125.193:33553 dest: /10.251.125.193:50010,"['-7678242108759603056', '10.251.125.193:33553', '10.251.125.193:50010']"
1228,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-7526023914950151999 src: /10.250.5.161:48457 dest: /10.250.5.161:50010,"['-7526023914950151999', '10.250.5.161:48457', '10.250.5.161:50010']"
1229,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-6380328072112550668 src: /10.250.6.191:37701 dest: /10.250.6.191:50010,"['-6380328072112550668', '10.250.6.191:37701', '10.250.6.191:50010']"
1230,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_3222673463853349950 size 67108864,"['10.250.11.100:50010', '3222673463853349950', '67108864']"
1231,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-3183355402229300197 terminating,"['2', '-3183355402229300197']"
1232,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.8:50010 is added to blk_-5963475042722370536 size 67108864,"['10.251.26.8:50010', '-5963475042722370536', '67108864']"
1233,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0/part-01398. blk_-7527506469734664572,"['user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0', '01398', '-7527506469734664572']"
1234,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_9072486569292195232 of size 67108864 from /10.251.71.68,"['9072486569292195232', '67108864', '10.251.71.68']"
1235,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-4455205822455130625 size 67108864,"['10.251.199.159:50010', '-4455205822455130625', '67108864']"
1236,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_3777399812922072863 of size 67108864 from /10.251.199.225,"['3777399812922072863', '67108864', '10.251.199.225']"
1237,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-4633546693082073737 terminating,"['1', '-4633546693082073737']"
1238,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_6799391641508508235 of size 67108864 from /10.251.107.98,"['6799391641508508235', '67108864', '10.251.107.98']"
1239,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_1002945451269828722 terminating,"['0', '1002945451269828722']"
1240,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_566413670355737377 of size 67108864 from /10.251.122.79,"['566413670355737377', '67108864', '10.251.122.79']"
1241,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_2819581679409796253 terminating,"['1', '2819581679409796253']"
1242,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_1512923509505250283 size 67108864,"['10.251.127.243:50010', '1512923509505250283', '67108864']"
1243,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001611_0/part-01611. blk_285336326661214154,"['user/root/rand4/_temporary/_task_200811101024_0009_m_001611_0', '01611', '285336326661214154']"
1244,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.134:50010 is added to blk_5955377624764578810 size 67108864,"['10.251.90.134:50010', '5955377624764578810', '67108864']"
1245,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001574_0/part-01574. blk_-7458279618877678162,"['user/root/rand4/_temporary/_task_200811101024_0009_m_001574_0', '01574', '-7458279618877678162']"
1246,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_5018765878120211503 terminating,"['0', '5018765878120211503']"
1247,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_313888672758374538 src: /10.251.39.179:40031 dest: /10.251.39.179:50010,"['313888672758374538', '10.251.39.179:40031', '10.251.39.179:50010']"
1248,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_3764801892187716497 size 67108864,"['10.251.109.209:50010', '3764801892187716497', '67108864']"
1249,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-3491385689517593364 of size 67108864 from /10.251.193.224,"['-3491385689517593364', '67108864', '10.251.193.224']"
1250,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-2243784245784480521 of size 67108864 from /10.250.6.191,"['-2243784245784480521', '67108864', '10.250.6.191']"
1251,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to blk_-4052810234606327693 size 67108864,"['10.250.6.223:50010', '-4052810234606327693', '67108864']"
1252,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-6695620358347030339 terminating,"['2', '-6695620358347030339']"
1253,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_-5102453487463005287 terminating,"['0', '-5102453487463005287']"
1254,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_7924393760966842810 src: /10.251.202.209:59148 dest: /10.251.202.209:50010,"['7924393760966842810', '10.251.202.209:59148', '10.251.202.209:50010']"
1255,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_5915244038969911075 of size 67108864 from /10.250.11.53,"['5915244038969911075', '67108864', '10.250.11.53']"
1256,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_3243316191092266549 size 67108864,"['10.250.10.144:50010', '3243316191092266549', '67108864']"
1257,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_8229768485681546149 terminating,"['1', '8229768485681546149']"
1258,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.21:50010 is added to blk_3206064173813164493 size 67108864,"['10.251.43.21:50010', '3206064173813164493', '67108864']"
1259,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-1957299792594627113 terminating,"['2', '-1957299792594627113']"
1260,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-1690784932539647416 src: /10.251.31.180:50205 dest: /10.251.31.180:50010,"['-1690784932539647416', '10.251.31.180:50205', '10.251.31.180:50010']"
1261,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_6745520736924802462 terminating,"['1', '6745520736924802462']"
1262,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-1525964299678787959 is added to invalidSet of 10.251.37.240:50010,"['-1525964299678787959', '10.251.37.240:50010']"
1263,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_7045475543362904558 is added to invalidSet of 10.251.106.214:50010,"['7045475543362904558', '10.251.106.214:50010']"
1264,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,BLOCK* NameSystem.delete: blk_-6802124772693111025 is added to invalidSet of 10.251.66.63:50010,"['-6802124772693111025', '10.251.66.63:50010']"
1265,E9,Deleting block blk_<*> file /<*>/blk_<*>,Deleting block blk_-5205950257901523262 file /mnt/hadoop/dfs/data/current/subdir40/blk_-5205950257901523262,"['-5205950257901523262', 'mnt/hadoop/dfs/data/current/subdir40', '-5205950257901523262']"
1266,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-1649239999940418046 terminating,"['2', '-1649239999940418046']"
1267,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_6880728743505526406 of size 67108864 from /10.251.197.226,"['6880728743505526406', '67108864', '10.251.197.226']"
1268,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_5256716488526744434 src: /10.251.73.220:42064 dest: /10.251.73.220:50010,"['5256716488526744434', '10.251.73.220:42064', '10.251.73.220:50010']"
1269,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_6928449948805597176 size 67108864,"['10.251.26.177:50010', '6928449948805597176', '67108864']"
1270,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_2529569087635823495 terminating,"['2', '2529569087635823495']"
1271,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,BLOCK* NameSystem.allocateBlock: /user/root/randtxt4/_temporary/_task_200811101024_0010_m_000222_0/part-00222. blk_3764836840384130740,"['user/root/randtxt4/_temporary/_task_200811101024_0010_m_000222_0', '00222', '3764836840384130740']"
1272,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_3020717811556957482 src: /10.251.90.81:48077 dest: /10.251.90.81:50010,"['3020717811556957482', '10.251.90.81:48077', '10.251.90.81:50010']"
1273,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-577659324269246113 of size 67108864 from /10.251.203.179,"['-577659324269246113', '67108864', '10.251.203.179']"
1274,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 0 for block blk_6137960563260046065 terminating,"['0', '6137960563260046065']"
1275,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.246:50010 is added to blk_-6909400912794057067 size 67108864,"['10.251.203.246:50010', '-6909400912794057067', '67108864']"
1276,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8249475180346179102 size 67108864,"['10.251.43.192:50010', '8249475180346179102', '67108864']"
1277,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-5045144756510626150 of size 67108864 from /10.251.39.160,"['-5045144756510626150', '67108864', '10.251.39.160']"
1278,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_752365829198406123 of size 67108864 from /10.250.6.214,"['752365829198406123', '67108864', '10.250.6.214']"
1279,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_5663417083925711869 terminating,"['2', '5663417083925711869']"
1280,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-2014243777892518956 terminating,"['2', '-2014243777892518956']"
1281,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_-8123824094195108685 src: /10.251.194.213:54308 dest: /10.251.194.213:50010,"['-8123824094195108685', '10.251.194.213:54308', '10.251.194.213:50010']"
1282,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,Receiving block blk_2080318574920472813 src: /10.251.39.64:40530 dest: /10.251.39.64:50010,"['2080318574920472813', '10.251.39.64:40530', '10.251.39.64:50010']"
1283,E11,Received block blk_<*> of size <*> from /<*>,Received block blk_-290874442865281380 of size 28497700 from /10.251.203.179,"['-290874442865281380', '28497700', '10.251.203.179']"
1284,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_5953577136151423920 size 67108864,"['10.251.73.220:50010', '5953577136151423920', '67108864']"
1285,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_-2780312306380730204 terminating,"['1', '-2780312306380730204']"
1286,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_-633826175832239328 terminating,"['2', '-633826175832239328']"
1287,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.101:50010 is added to blk_-6540455811923725840 size 67108864,"['10.250.15.101:50010', '-6540455811923725840', '67108864']"
1288,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.1:50010 is added to blk_6308888821787547357 size 67108864,"['10.251.123.1:50010', '6308888821787547357', '67108864']"
1289,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 1 for block blk_4638603954320058978 terminating,"['1', '4638603954320058978']"
1290,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.229:50010 is added to blk_-4651707530079874243 size 67108864,"['10.251.91.229:50010', '-4651707530079874243', '67108864']"
1291,E10,PacketResponder <*> for block blk_<*> terminating,PacketResponder 2 for block blk_5115892145206906855 terminating,"['2', '5115892145206906855']"
